pMines1,p0,p1,i,j,deg,enh
0.00485307,9.23872e-07,0.9999386,DB00710,DB00393,2.979784979999478e-07,0.995085827978498
0.0009803772,1.9520521e-05,0.99875116,DB00753,DB00393,1.2243342624480282e-06,0.9977720071342624
0.0016855001,8.279085e-05,0.9946848,DB00763,DB00393,8.95877013151994e-06,0.9930082586701315
0.005186379,3.2484531e-06,0.9992286,DB00831,DB00393,4.000772760599884e-06,0.9940462217727607
0.0053952336,1.5735626e-05,0.9984726,DB00884,DB00393,8.240679800639767e-06,0.9930856070798006
0.006165743,4.5895576e-06,0.9986179,DB00889,DB00393,8.521673400300325e-06,0.9924606786734003
0.005999118,2.4586916e-05,0.99909353,DB00906,DB00393,5.438020493459956e-06,0.9930998500204935
0.003727883,6.645918e-06,0.99523234,DB00980,DB00393,1.777327866377982e-05,0.9915222302786638
0.0021962225,5.662441e-07,0.9995786,DB00985,DB00393,9.254881615000356e-07,0.9973833029881616
0.0057906806,1.3113022e-06,0.99878323,DB01002,DB00393,7.045926433661873e-06,0.9929995953264337
0.0015141368,1.1920929e-07,0.99968636,DB01100,DB00393,4.7489386595200593e-07,0.9981726980938659
0.0029178262,4.2527914e-05,0.99332595,DB01106,DB00393,1.947371795010996e-05,0.9904275975179501
0.005401939,3.799796e-05,0.997188,DB01219,DB00393,1.5190252468000197e-05,0.991801251252468
0.007158309,1.1324883e-06,0.9994589,DB01239,DB00393,3.8733609998997215e-06,0.992304464361
0.00666371,6.2584877e-07,0.99848104,DB01595,DB00393,1.0121908941599721e-05,0.9918274519089416
0.009439707,2.0861626e-07,0.99970025,DB01608,DB00393,2.8295521732504063e-06,0.9902633725521732
0.00044751167,1.0460615e-05,0.9996333,DB04540,DB00393,1.6410252938902377e-07,0.9991859524325293
0.0017369688,2.9206276e-06,0.9999374,DB05266,DB00393,1.0873424688004126e-07,0.9982005399342468
0.0003401935,0.00015574694,0.99878365,DB00399,DB00394,4.1379436372499223e-07,0.9984438702943638
0.00020185113,4.553795e-05,0.9959059,DB00401,DB00394,8.263987113329979e-07,0.9957048752687113
5.5253506e-05,6.210804e-05,0.9946735,DB00423,DB00394,2.943077997090006e-07,0.9946185408017997
0.0050669312,0.0006773472,0.9961195,DB00434,DB00394,1.9662226521599766e-05,0.9910722310265216
0.00049740076,0.0041283965,0.99789304,DB00437,DB00394,1.0480035052895953e-06,0.9973966872435053
0.0047607124,0.0006496608,0.99802077,DB00439,DB00394,9.422544803451993e-06,0.9932694801448034
9.6440315e-05,1.758337e-06,0.9983636,DB00450,DB00394,1.578149314659983e-07,0.9982673174999315
0.0058294833,4.8547983e-05,0.9992467,DB00492,DB00394,4.391349769889748e-06,0.99342160804977
0.00029030442,0.00023382902,0.99979806,DB00512,DB00394,5.862407457478724e-08,0.9995078142040746
0.004536748,0.00047165155,0.9997766,DB00523,DB00394,1.0135095031999307e-06,0.9952408655095032
0.00029799342,0.00019729137,0.9989357,DB00528,DB00394,3.1715439690600536e-07,0.9986380237343968
0.0017779171,0.00015845895,0.9963891,DB00531,DB00394,6.419880856389951e-06,0.9946176027808564
0.0012651682,1.1712313e-05,0.99779904,DB00547,DB00394,2.7845846014720374e-06,0.9965366563846014
7.298589e-05,0.00042822957,0.9984119,DB00556,DB00394,1.1590889190899863e-07,0.9983390300188919
0.0035794675,0.000100553036,0.99510264,DB00575,DB00394,1.7529940955799864e-05,0.9915407024409558
0.0011050701,4.6551228e-05,0.99838895,DB00591,DB00394,1.7803231846049416e-06,0.9972856602231847
0.006348431,6.3478947e-06,0.9987066,DB00601,DB00394,8.2110606554e-06,0.9923663800606554
0.000736326,3.59118e-05,0.9993552,DB00630,DB00394,4.747830048000007e-07,0.9986193487830048
0.0005367398,7.972121e-05,0.99969393,DB00654,DB00394,1.642799505860253e-07,0.9991573544799505
0.0008428693,0.00018495321,0.9997561,DB00697,DB00394,2.055758222699693e-07,0.9989134362758223
0.0011584163,1.2069941e-05,0.9998319,DB00708,DB00394,1.9472978003000508e-07,0.99867367842978
0.0018324554,8.4489584e-05,0.9995817,DB00709,DB00394,7.66516093819968e-07,0.9977500111160938
0.00015559793,5.4597855e-05,0.9998475,DB00710,DB00394,2.3728684324999976e-08,0.9996919257986844
0.0012106001,0.0009112358,0.9979931,DB00727,DB00394,2.429553340690041e-06,0.9967849294533407
0.003505826,6.4373016e-06,0.9989141,DB00742,DB00394,3.8069764533999056e-06,0.9954120809764534
0.001080364,3.966689e-05,0.9986638,DB00796,DB00394,1.4435823768000106e-06,0.9975848795823767
0.0039458275,0.00014802814,0.9989563,DB00802,DB00394,4.118260161749924e-06,0.9950145907601617
0.008483201,0.0017555058,0.9993664,DB00820,DB00394,5.374956153600101e-06,0.9908885739561536
0.00042068958,0.00017109513,0.9932242,DB00871,DB00394,2.8505084561639994e-06,0.9928063609284562
0.00045481324,7.867813e-06,0.99930525,DB00882,DB00394,3.1598149848998467e-07,0.9988507527414986
2.1755695e-05,6.3985586e-05,0.9993957,DB00966,DB00394,1.3146966488500043e-08,0.9993739574519666
0.0009176433,2.2649765e-06,0.9999318,DB01013,DB00394,6.25832730599658e-08,0.999014219283273
0.00069737434,0.0017785132,0.9939537,DB01020,DB00394,4.216534471941965e-06,0.993260542194472
0.0014187992,0.0007405281,0.99629796,DB01030,DB00394,5.252451390367946e-06,0.9948844132513904
0.0005761385,0.0001706481,0.9962331,DB01047,DB00394,2.17025611565001e-06,0.9956591317561155
0.000667572,0.00012937188,0.99835515,DB01054,DB00394,1.0980558042000206e-06,0.9976886760558041
0.0021075904,0.00022786856,0.9992927,DB01081,DB00394,1.490698689919929e-06,0.99718660029869
7.289648e-05,3.3974648e-06,0.9989902,DB01100,DB00394,7.361086550399633e-08,0.9989173771308656
0.00046882033,4.6789646e-05,0.99544376,DB01175,DB00394,2.136057940359195e-06,0.9949770757279404
0.0014307201,0.0002516508,0.9989259,DB01182,DB00394,1.5367364594099524e-06,0.9974967166364594
0.0015577674,0.046991616,0.9929447,DB01183,DB00394,1.0990516337219979e-05,0.9913979231163372
0.0019849837,0.001590699,0.9967997,DB01184,DB00394,6.352543335110089e-06,0.9948210688433351
0.0011863112,0.0003220141,0.9979534,DB01202,DB00394,2.4279045019200114e-06,0.9967695167045019
0.0006862879,0.0004554391,0.99771637,DB01244,DB00394,1.567227637076987e-06,0.9970316493276371
0.0013146698,0.000116854906,0.9960203,DB01410,DB00394,5.23199140306004e-06,0.994710862191403
0.0012869537,0.00046774745,0.9967017,DB01427,DB00394,4.2447593887099695e-06,0.9954189910593888
0.0074267983,0.0003413856,0.9988915,DB01452,DB00394,8.232605915549678e-06,0.9914729343059155
0.0024739802,6.28531e-05,0.9997481,DB01551,DB00394,6.231956123799296e-07,0.9972747429956124
0.0012970269,3.2782555e-06,0.9999118,DB01589,DB00394,1.1439777257997762e-07,0.9986148874977726
0.00054106116,1.013279e-05,0.99904525,DB01608,DB00394,5.165781425100023e-07,0.9985047054181425
0.0007507503,2.5242567e-05,0.99905694,DB01623,DB00394,7.080025779179967e-07,0.9983068977025779
0.0021870434,0.0018176436,0.9943684,DB04339,DB00394,1.2316553611439911e-05,0.9921936731536115
5.930662e-06,0.0004414916,0.99512565,DB04540,DB00394,2.890812231970016e-08,0.9951197482461223
0.0019139051,9.5665455e-06,0.9993361,DB04844,DB00394,1.270641595890097e-06,0.9974234655415959
3.5315752e-05,0.00011894107,0.99941134,DB05266,DB00394,2.0788970572320656e-08,0.9993760450369705
0.0017141998,4.6789646e-06,0.9994106,DB06288,DB00394,1.0103493621199352e-06,0.9976974105493622
9.828806e-05,3.424287e-05,0.99235165,DB06694,DB00394,7.51741483700997e-07,0.9922541136814838
0.001288265,0.00013822317,0.99734384,DB06701,DB00394,3.421837962400024e-06,0.9960589968379624
0.00032013655,4.9859285e-05,0.9955575,DB06712,DB00394,1.422206623375005e-06,0.9952387856566234
2.643466e-05,0.0010338128,0.9972061,DB00399,DB00395,7.385579657400042e-08,0.9971797391957966
3.3408403e-05,0.0069286227,0.99577,DB00437,DB00395,1.4131754468999853e-07,0.9957367329145447
0.0003837943,6.67274e-05,0.99897254,DB00492,DB00395,3.943332914779924e-07,0.9985891400332915
2.360344e-05,0.0006508231,0.99950445,DB00512,DB00395,1.1696684692000266e-08,0.9994808582566848
0.00047314167,3.644824e-05,0.99962366,DB00523,DB00395,1.7806213608778818e-07,0.999150696392136
0.0002680421,0.00010421872,0.99785805,DB00531,DB00395,5.741327760949861e-07,0.9975905820327762
0.0014364123,2.8342009e-05,0.9973711,DB00542,DB00395,3.776184295470065e-06,0.9959384638842954
6.6161156e-06,0.00020059943,0.9967272,DB00556,DB00395,2.1653223135679766e-08,0.9967206055376231
0.00027689338,2.115965e-06,0.9985482,DB00601,DB00395,4.0199380908400085e-07,0.9982717086138091
2.4467707e-05,0.00011059642,0.9953805,DB00630,DB00395,1.1302857248649996e-07,0.9953561453215725
0.00011906028,2.8371811e-05,0.9984633,DB00709,DB00395,1.8295993227599363e-07,0.9983444226799324
5.453825e-06,3.1083822e-05,0.99952155,DB00710,DB00395,2.6093825712501044e-09,0.9995160987843826
1.04904175e-05,0.0001372397,0.99883246,DB00727,DB00395,1.2247982047949652e-08,0.9988219818304821
0.0024309456,7.456541e-05,0.9939109,DB00732,DB00395,1.48022708529599e-05,0.991494756670853
0.0003004074,0.00019744039,0.9992409,DB00820,DB00395,2.280392573400038e-07,0.9989407206392573
4.813075e-05,2.0563602e-06,0.9977459,DB00882,DB00395,1.0849152357500176e-07,0.9976978777415235
0.0007338524,0.000110805035,0.99710846,DB00958,DB00395,2.121963568696019e-06,0.9963767295635687
1.013279e-06,9.545684e-05,0.9975795,DB00966,DB00395,2.452641819500048e-09,0.9975784891736418
0.0025880039,2.3543835e-06,0.99393415,DB00977,DB00395,1.5698443456815104e-05,0.9913618445434568
4.902482e-05,3.9041042e-06,0.9997733,DB01013,DB00395,1.1113926694001181e-08,0.9997242862939266
3.6120415e-05,4.4494867e-05,0.9959427,DB01054,DB00395,1.465513597795015e-07,0.9959067261363598
0.00020554662,0.0002862513,0.99597955,DB01182,DB00395,8.263899083789903e-07,0.9957748297699084
0.00030073524,1.0281801e-05,0.9972768,DB01184,DB00395,8.189622055680111e-07,0.9969768837222056
3.4362078e-05,7.581711e-05,0.9962621,DB01244,DB00395,1.2844201135619866e-07,0.9962278663640114
0.001383692,5.325675e-05,0.99664164,DB01337,DB00395,4.646935865120006e-06,0.9952625949358651
0.00067430735,3.2484531e-06,0.997823,DB01590,DB00395,1.4679671009499894e-06,0.997150160617101
6.261468e-05,1.579523e-05,0.9994805,DB00401,DB00399,3.252832626000038e-08,0.9994179178483262
0.00013402104,0.0005349815,0.99874276,DB00402,DB00399,1.6849661232960649e-07,0.9986089074566122
7.2836876e-05,0.0010508597,0.99939376,DB00408,DB00399,4.4156627706238555e-08,0.9993209672806277
0.00022429228,4.762411e-05,0.9974546,DB00413,DB00399,5.70913569512007e-07,0.9972308786335695
0.0053391755,0.0005711019,0.99964625,DB00421,DB00399,1.8887333331252219e-06,0.9943089632333332
1.218915e-05,1.12354755e-05,0.9996202,DB00423,DB00399,4.6294391700005024e-09,0.9996080154794391
0.00034949183,0.00012856722,0.99626946,DB00424,DB00399,1.303793251488182e-06,0.9959212719632515
0.000101178885,0.00046142936,0.9946453,DB00425,DB00399,5.417825755095047e-07,0.9945446628975754
6.4611435e-05,0.0018118322,0.9985628,DB00427,DB00399,9.285955438200177e-08,0.9984982814245543
7.867813e-05,0.00028970838,0.9980377,DB00433,DB00399,1.5439009449899785e-07,0.9979591762600946
0.0004093349,0.00013285875,0.99963164,DB00434,DB00399,1.5078260376398218e-07,0.9992224558826038
0.007332802,0.0011835694,0.9986788,DB00436,DB00399,9.688098002400164e-06,0.9913556860980024
9.36985e-05,0.001758784,0.99945164,DB00437,DB00399,5.138050946000239e-08,0.9993579928805095
0.0010750592,0.00020933151,0.9993793,DB00439,DB00399,6.672892454400318e-07,0.9983049080892454
1.0162592e-05,2.3841858e-07,0.9998984,DB00450,DB00399,1.0325193472003556e-09,0.9998882384405192
0.00029751658,0.00010499358,0.99926114,DB00454,DB00399,2.1982310029880235e-07,0.9989638432431003
4.592538e-05,0.00016501546,0.99427724,DB00455,DB00399,2.628199276488022e-07,0.9942315774399275
0.0003862083,0.00034201145,0.9985111,DB00470,DB00399,5.75025537870006e-07,0.9981254667255378
0.002029121,0.0018744767,0.9936043,DB00475,DB00399,1.2977649179700008e-05,0.9915881566491798
0.004910201,3.9339066e-06,0.9992149,DB00490,DB00399,3.854998805099917e-06,0.9943085539988051
0.0009251535,1.7732382e-05,0.9999335,DB00492,DB00399,6.152270774997165e-08,0.9990084080227077
0.0010222197,0.0002116561,0.99927557,DB00497,DB00399,7.405266172709981e-07,0.9982540908266172
3.4332275e-05,6.711483e-05,0.9999492,DB00512,DB00399,1.7440795700006007e-09,0.9999148694690795
0.0008428395,1.335144e-05,0.9996507,DB00519,DB00399,2.9440383734999733e-07,0.9988081549038373
0.0009864867,0.00021958351,0.9999703,DB00523,DB00399,2.9298654990021087e-08,0.9989838425986549
0.0017299652,0.0034413636,0.99885595,DB00524,DB00399,1.979166687059917e-06,0.9971279639666871
2.56598e-05,4.7415495e-05,0.9998189,DB00528,DB00399,4.646989780001158e-09,0.9997932448469897
0.0006722808,0.0032945573,0.99750495,DB00530,DB00399,1.6773742100400364e-06,0.99683434657421
0.00015369058,8.651614e-05,0.9993712,DB00531,DB00399,9.664063670399767e-08,0.9992176060606367
0.00016823411,7.382035e-05,0.9995844,DB00539,DB00399,6.991809611599335e-08,0.9994162358080961
0.003656447,2.9981136e-05,0.9999247,DB00542,DB00399,2.7533045910000133e-07,0.9962685283304591
8.943677e-05,1.7225742e-05,0.99973786,DB00543,DB00399,2.344495488780195e-08,0.9996484466749549
0.00011539459,8.970499e-06,0.9992876,DB00547,DB00399,8.220710591599382e-08,0.999172287617106
0.0010427833,0.0005452633,0.9981427,DB00550,DB00399,1.9367614230899483e-06,0.9971018534614232
0.00042930245,6.79791e-05,0.9998512,DB00555,DB00399,6.38802045599781e-08,0.9994219614302047
2.3663044e-05,7.200241e-05,0.9998878,DB00556,DB00399,2.6549935368001595e-09,0.9998641396109935
0.00013667345,0.00041005015,0.9936708,DB00557,DB00399,8.650335997400047e-07,0.9935349915835997
0.00047758222,5.0842762e-05,0.9984062,DB00575,DB00399,7.611705422359897e-07,0.9979293789505422
0.0016674995,0.00014954805,0.99982786,DB00590,DB00399,2.8704336392997884e-07,0.998160647543364
0.000109255314,1.731515e-05,0.99976027,DB00591,DB00399,2.6191776425219296e-08,0.9996510408777765
0.0007624924,1.6003847e-05,0.9995636,DB00599,DB00399,3.3275168336000264e-07,0.9988014403516833
0.00050875545,1.7285347e-06,0.99987316,DB00601,DB00399,6.453054127798037e-08,0.9993644690805413
0.00017520785,0.00031906366,0.99729544,DB00621,DB00399,4.738601427959942e-07,0.9971207060101428
8.380413e-05,0.00015467405,0.99799025,DB00623,DB00399,1.684253502675027e-07,0.9979066142953502
2.8312206e-05,1.1146069e-05,0.9984554,DB00628,DB00399,4.37310333876002e-08,0.9984271315250334
3.07858e-05,2.2381544e-05,0.99984825,DB00630,DB00399,4.671745150000186e-09,0.999817468871745
0.00017887354,0.0011990368,0.998618,DB00631,DB00399,2.47203232279999e-07,0.9984393736632323
0.00013127923,0.00017270446,0.99894667,DB00633,DB00399,1.382803513358952e-07,0.9988155290503513
0.00034981966,0.00031220913,0.9968789,DB00643,DB00399,1.0918221408259957e-06,0.9965301721621408
0.00051027536,0.0006939173,0.99774086,DB00647,DB00399,1.1527834767904247e-06,0.9972317374234767
6.67274e-05,1.6182661e-05,0.99990296,DB00654,DB00399,6.475226895999512e-09,0.9998362390752269
0.00020441413,0.00015303493,0.9987308,DB00660,DB00399,2.5944241379599394e-07,0.9985266453124138
0.0013477504,6.0498714e-05,0.99958754,DB00669,DB00399,5.558931299839297e-07,0.99824034549313
6.2942505e-05,0.0009406805,0.9955783,DB00670,DB00399,2.783128743584983e-07,0.9955156358078744
0.0026729703,0.00012645125,0.99914527,DB00687,DB00399,2.2846679045190685e-06,0.9964745843679045
0.00014361739,2.4229288e-05,0.99636066,DB00690,DB00399,5.226725121225987e-07,0.9962175652825122
0.004652709,0.00037005544,0.9995277,DB00695,DB00399,2.1974744606999116e-06,0.9948771884744607
0.00041028857,4.3451786e-05,0.99997234,DB00697,DB00399,1.1348581846193814e-08,0.9995620627785818
0.00020697713,2.5629997e-06,0.9999717,DB00708,DB00399,5.857452778996092e-09,0.9997647287274528
0.00047552586,2.7239323e-05,0.9999595,DB00709,DB00399,1.9258797329999462e-08,0.9994839933987973
1.2814999e-05,9.417534e-06,0.9999807,DB00710,DB00399,2.4732948070070974e-10,0.9999678852483295
2.1368265e-05,0.00020891428,0.99621993,DB00720,DB00399,8.077353747855053e-08,0.9961986425085375
7.522106e-05,4.4196844e-05,0.9999682,DB00727,DB00399,2.3920297080019744e-09,0.9998929813320296
0.0030499995,3.1918287e-05,0.9998236,DB00732,DB00399,5.380199117998947e-07,0.9967741385199119
0.00018078089,0.0004889369,0.99706817,DB00737,DB00399,5.300188367286943e-07,0.9968879191288368
0.0020714998,9.953976e-06,0.9982246,DB00742,DB00399,3.6777407449199637e-06,0.996156777940745
9.268522e-05,5.066395e-06,0.99925447,DB00747,DB00399,6.909961206659947e-08,0.999161853879612
3.1888485e-06,0.00011500716,0.99744785,DB00753,DB00399,8.138419699274921e-09,0.9974446692899197
0.00015982985,1.3679266e-05,0.9962271,DB00757,DB00399,6.030220410649949e-07,0.9960678731720412
0.00033527613,0.00036272407,0.99901605,DB00761,DB00399,3.2989494811348516e-07,0.9986811037649482
0.002472967,6.958842e-05,0.99979174,DB00780,DB00399,5.150201074199015e-07,0.9973192880201075
0.002208352,0.0012454987,0.9973136,DB00783,DB00399,5.9325168127999506e-06,0.9951111805168128
0.0001193285,1.04904175e-05,0.9998649,DB00796,DB00399,1.6121280350006517e-08,0.9997455876212803
0.0004890561,3.0577183e-05,0.99986684,DB00802,DB00399,6.512271027598315e-08,0.9993778490227102
0.00031277537,0.0005196631,0.99920726,DB00804,DB00399,2.47949546813787e-07,0.9988947325795469
0.0010146499,0.0010668933,0.9941149,DB00806,DB00399,5.971316126489976e-06,0.9931062214161265
0.0017556548,0.00013071299,0.9989395,DB00808,DB00399,1.8618719154000346e-06,0.9971857070719155
0.00028896332,0.00020557642,0.99948585,DB00809,DB00399,1.485704909779974e-07,0.9991970352504911
0.0019074976,0.0011012256,0.99597466,DB00810,DB00399,7.678326389183977e-06,0.9940748407263892
0.0057257116,0.00058043003,0.9982854,DB00811,DB00399,9.81730510936006e-06,0.9925695057051094
0.0024322271,0.00028657913,0.9991739,DB00813,DB00399,2.009262807310126e-06,0.9967436821628073
8.7320805e-05,6.67572e-06,0.9978361,DB00818,DB00399,1.889534899394997e-07,0.99774896814849
0.0004708469,1.3738871e-05,0.99931574,DB00819,DB00399,3.221816997939963e-07,0.9988452152816998
0.000803113,0.00020048022,0.9999063,DB00820,DB00399,7.525168809997941e-08,0.9991032622516881
9.7543e-05,1.9729137e-05,0.9990945,DB00829,DB00399,8.832518650000034e-08,0.9989970453251865
3.299117e-05,4.0203333e-05,0.9995271,DB00831,DB00399,1.5601524292999946e-08,0.9994941244315243
0.00040963292,0.011765629,0.9962395,DB00850,DB00399,1.5404245956600228e-06,0.9958314075045956
0.0013295114,0.00026276708,0.99684626,DB00852,DB00399,4.192933282636021e-06,0.9955209415332826
0.00010755658,0.00020313263,0.9997066,DB00862,DB00399,3.1557100571999915e-08,0.9995990749771007
6.994605e-05,6.738305e-05,0.9992807,DB00869,DB00399,5.031219376499848e-08,0.9992108042621938
3.093481e-05,7.9244375e-05,0.99464303,DB00871,DB00399,1.6571684912570052e-07,0.9946122609068491
0.000562042,0.00014871359,0.9944577,DB00880,DB00399,3.1150053766e-06,0.9938987730053767
8.177757e-05,4.172325e-06,0.99984586,DB00882,DB00399,1.2605194639802029e-08,0.9997640950351946
1.1920929e-05,1.5169382e-05,0.9997877,DB00883,DB00399,2.5308132267006454e-09,0.9997757816018131
1.4126301e-05,0.00028464198,0.9993503,DB00884,DB00399,9.17785775969965e-09,0.9993361828768579
0.0018734932,0.00019904971,0.99793637,DB00887,DB00399,3.866196772315968e-06,0.9960667429967723
5.2452087e-05,1.2695789e-05,0.9993478,DB00889,DB00399,3.420925114139957e-08,0.9992953821222511
1.21593475e-05,0.00049230456,0.9990028,DB00906,DB00399,1.2125301327000382e-08,0.9989906527778013
1.898408e-05,0.00034943223,0.9988232,DB00909,DB00399,2.2340465343999578e-08,0.9988042382604654
0.0018684566,9.658933e-05,0.9983823,DB00935,DB00399,3.0226022418201033e-06,0.9965168660022418
0.00016441941,0.0007248521,0.99832594,DB00949,DB00399,2.752479575046054e-07,0.9981617958379575
0.00428766,3.7819147e-05,0.9996035,DB00953,DB00399,1.7000571900000938e-06,0.99531754005719
0.0007753074,2.9623508e-05,0.99983954,DB00958,DB00399,1.2440582540402242e-07,0.9990643570058254
